text,triplets,relations,definitions
"The wolf is mainly a carnivore and feeds on large wild hooved mammals as well as smaller animals, livestock, carrion, and garbage.","[['Wolf', 'main food source', 'Carrion']]",['main food source'],main food source: The subject entity primarily derives its sustenance from the food source specified by the object entity.
"After plans to build the 92-storey Millennium Tower were dropped, 30 St Mary Axe was designed by Norman Foster and Arup Group.","[['30 St Mary Axe', 'structural engineer', 'Arup Group']]",['structural engineer'],"structural engineer: The subject entity was designed or constructed with the involvement of the entity specified by the object, which is responsible for the structural engineering aspects of the project."
"During the Tokugawa shogunate, the system was turned into a citizen registration network; supposedly intended to stop the diffusion of Christianity and help detect hidden Christians, Danka system soon became a government-mandated and Buddhist temple-run system to monitor and control the population as a whole.","[['Danka system', 'legislated by', 'Tokugawa shogunate']]",['legislated by'],legislated by: The subject entity was established or enacted through legislation by the governing body or authority specified by the object entity.
Al-Lateef's feminine form is Latifa.,"[['Al-Lateef', 'given name version for other gender', 'Latifa']]",['given name version for other gender'],given name version for other gender: The subject entity is a version of the given name that is adapted or used for the other gender specified by the object entity.
"In about 10.72% of events, Potassium-40 decays to argon-40 (Ar) by electron capture (EC), with the emission of a neutrino and then a 1.460 MeV gamma ray.","[['Potassium-40', 'decays to', 'argon-40']]",['decays to'],"decays to: The subject entity undergoes a transformation or change into the entity specified by the object entity, typically through a process of decay or transformation in a scientific context."
"PlayStation Vita has all of the same features with a slightly smaller size, extended battery life, and an LCD screen instead of OLED.","[['PlayStation Vita', 'display technology', 'OLED']]",['display technology'],display technology: The subject entity utilizes the specified type of display technology represented by the object entity.
"Jupiter ( mythology )'s identifying implement is the thunderbolt and his primary sacred animal is the eagle, which held precedence over other birds in the taking of auspices and became one of the most common symbols of the Roman army (see Aquila).","[['Jupiter ( mythology )', 'iconographic symbol', 'Thunderbolt'], ['Jupiter ( mythology )', 'iconographic symbol', 'Eagle']]",['iconographic symbol'],iconographic symbol: The subject entity is represented or identified by the symbol specified by the object entity.
"The Zähringer attempted to expand House of Zähringen's territories in Swabia and Burgundy into a fully recognized duchy, but their expansion was halted in the 1130s due to their feud with the Welfs.","[['House of Zähringen', 'ancestral home', 'Swabia']]",['ancestral home'],ancestral home: The subject entity is the historical or cultural origin or home region associated with the object entity.
"Dortmund Zoo is specialized in the keeping and breeding of South American species and is leading in the breeding of the giant anteater, the tamandua and the giant otter.","[['Dortmund Zoo', 'species kept', 'Tamandua'], ['Dortmund Zoo', 'species kept', 'Giant anteater'], ['Dortmund Zoo', 'species kept', 'Giant otter']]",['species kept'],species kept: The subject entity is involved in the care and maintenance of the species specified by the object entity.
"Wire rope is several strands of metal wire twisted into a helix forming a composite ""rope"", in a pattern known as ""laid rope"".","[['Wire rope', 'shape', 'Helix']]",['shape'],shape: The subject entity is characterized by the geometric form or configuration specified by the object entity.
Snowdrops are among the first bulbs to bloom in spring and can form impressive carpets of white in areas where Galanthus nivalis are native or have been naturalised.,"[['Galanthus nivalis', 'flower color', 'White']]",['flower color'],flower color: The subject entity has the color specified by the object entity when it blooms.
Race Relations Act 1968 was superseded (and repealed) by the Race Relations Act 1976.,"[['Race Relations Act 1968', 'repealed by', 'Race Relations Act 1976']]",['repealed by'],repealed by: The subject entity was officially annulled or rendered void by the action or legislation specified by the object entity.
"Anterior compartment of leg contains muscles that produce dorsiflexion and participate in inversion and eversion of the foot, as well as vascular and nervous elements including the anterior tibial artery and veins, and the deep fibular nerve.","[['Anterior compartment of leg', 'arterial supply', 'Anterior tibial artery']]",['arterial supply'],arterial supply: The subject entity is supplied with blood by the artery specified by the object entity.
Visually NGC 147 is both fainter and slightly larger than NGC 185 (and therefore has a considerably lower surface brightness).,"[['NGC 147', 'companion of', 'NGC 185']]",['companion of'],"companion of: The subject entity is a companion or associated entity to the object entity, indicating a relationship where one entity is related to or exists alongside the other."
Pierce 's Bridge station's opening date is unknown; it closed on 10 January 1977.,"[[""Pierce 's Bridge station"", 'date of official closure', '10 January 1977']]",['date of official closure'],date of official closure: The subject entity ceased operations on the date specified by the object entity.
Spanish American wars of independence (1808-1826) resulting in the independence of the Spanish Empire's most valuable components.,"[['Spanish Empire', ""topic's main Wikimedia portal"", 'The Spanish Empire']]","[""topic's main Wikimedia portal""]",topic's main Wikimedia portal: The subject entity is associated with the main portal on Wikimedia that provides information and resources related to the topic specified by the object entity.
